"date","uid","Confirmed","Recovered","Deaths","total_cases","new_cases","total_deaths","new_deaths","total_cases_per_million","new_cases_per_million","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","tests_units","stringency_index","location"
2020-03-22,678,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sao Tome and Principe"
2020-03-22,682,392,16,0,392,118,0,0,11.26,3.389,0,0,NA,NA,NA,NA,NA,NA,"",79.63,"Saudi Arabia"
2020-03-22,686,47,5,0,56,9,0,0,3.344,0.538,0,0,331,85,0.02,0.005,39,0.002,"tests performed",50,"Senegal"
2020-03-22,688,171,1,1,149,14,1,0,21.897,2.057,0.147,0,761,89,0.112,0.013,68,0.01,"people tested",100,"Serbia"
2020-03-22,690,7,0,0,7,0,0,0,71.182,0,0,0,NA,NA,NA,NA,NA,NA,"",39.81,"Seychelles"
2020-03-22,694,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sierra Leone"
2020-03-22,702,432,140,2,432,47,2,2,73.842,8.034,0.342,0.342,NA,NA,NA,NA,NA,NA,"",36.11,"Singapore"
2020-03-22,703,178,0,1,178,41,0,0,32.603,7.51,0,0,3489,242,0.639,0.044,278,0.051,"tests performed",75,"Slovakia"
2020-03-22,704,94,17,0,95,7,0,0,0.976,0.072,0,0,17148,NA,0.176,NA,1376,0.014,"units unclear",50,"Vietnam"
2020-03-22,705,383,0,1,383,42,1,0,184.229,20.203,0.481,0,13613,731,6.548,0.352,1007,0.484,"tests performed",78.7,"Slovenia"
2020-03-22,706,1,0,0,1,0,0,0,0.063,0,0,0,NA,NA,NA,NA,NA,NA,"",52.78,"Somalia"
2020-03-22,710,240,0,0,240,35,0,0,4.047,0.59,0,0,9315,1890,0.157,0.032,1120,0.019,"people tested",55.56,"South Africa"
2020-03-22,716,3,0,0,2,1,0,0,0.135,0.067,0,0,NA,NA,NA,NA,NA,NA,"",27.78,"Zimbabwe"
2020-03-22,724,25374,2125,1375,36616,4866,1326,324,783.15,104.075,28.361,6.93,NA,NA,NA,NA,NA,NA,"",71.76,"Spain"
2020-03-22,728,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Sudan"
2020-03-22,729,2,0,1,2,0,1,0,0.046,0,0.023,0,NA,NA,NA,NA,NA,NA,"",56.48,"Sudan"
2020-03-22,732,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Sahara"
2020-03-22,740,4,0,0,5,4,0,0,8.523,6.819,0,0,NA,NA,NA,NA,NA,NA,"",52.78,"Suriname"
2020-03-22,748,1,0,0,1,0,0,0,0.862,0,0,0,NA,NA,NA,NA,NA,NA,"",55.56,"Eswatini"
2020-03-22,752,1763,0,20,1746,123,20,4,172.884,12.179,1.98,0.396,24628,NA,2.439,NA,1486,0.147,"people tested",28.7,"Sweden"
2020-03-22,756,6575,15,75,6077,1237,56,13,702.168,142.929,6.471,1.502,83497,3288,9.648,0.38,7539,0.871,"tests performed",73.15,"Switzerland"
2020-03-22,760,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syria"
2020-03-22,762,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tajikistan"
2020-03-22,764,411,42,1,599,233,1,0,8.582,3.338,0.014,0,NA,NA,NA,NA,NA,NA,"",52.31,"Thailand"
2020-03-22,768,16,1,0,15,6,0,0,1.812,0.725,0,0,145,15,0.018,0.002,18,0.002,"samples tested",63.89,"Togo"
2020-03-22,780,49,1,0,49,40,0,0,35.013,28.582,0,0,NA,NA,NA,NA,NA,NA,"",54.63,"Trinidad and Tobago"
2020-03-22,784,153,38,2,153,13,2,2,15.47,1.314,0.202,0.202,NA,NA,NA,NA,NA,NA,"",45.37,"United Arab Emirates"
2020-03-22,788,60,0,1,60,6,1,0,5.077,0.508,0.085,0,NA,NA,NA,NA,NA,NA,"",90.74,"Tunisia"
2020-03-22,792,670,0,9,947,277,21,12,11.228,3.284,0.249,0.142,20345,1738,0.241,0.021,NA,NA,"tests performed",62.04,"Turkey"
2020-03-22,796,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Turks and Caicos Islands, United Kingdom"
2020-03-22,800,1,0,0,1,1,0,0,0.022,0.022,0,0,NA,NA,NA,NA,NA,NA,"",47.22,"Uganda"
2020-03-22,804,47,1,3,41,15,3,0,0.937,0.343,0.069,0,NA,NA,NA,NA,NA,NA,"",88.89,"Ukraine"
2020-03-22,807,85,1,0,85,15,0,0,40.799,7.2,0,0,NA,NA,NA,NA,NA,NA,"",NA,"North Macedonia"
2020-03-22,818,294,41,10,285,29,8,1,2.785,0.283,0.078,0.01,NA,NA,NA,NA,NA,NA,"",40.74,"Egypt"
2020-03-22,826,8989,65,250,5018,1035,250,56,73.918,15.246,3.683,0.825,NA,NA,NA,NA,NA,NA,"",35.19,"United Kingdom"
2020-03-22,833,1,0,0,2,1,0,0,23.521,11.76,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Isle of Man, United Kingdom"
2020-03-22,834,6,0,0,6,3,0,0,0.1,0.05,0,0,NA,NA,NA,NA,NA,NA,"",36.11,"Tanzania"
2020-03-22,840,25825,176,456,26747,7123,340,80,80.806,21.519,1.027,0.242,255645,45473,0.772,0.137,30837,0.093,"units unclear (incl. non-PCR)",72.69,"US"
2020-03-22,854,64,5,2,64,24,3,2,3.062,1.148,0.144,0.096,NA,NA,NA,NA,NA,NA,"",73.15,"Burkina Faso"
2020-03-22,858,135,0,0,135,25,0,0,38.863,7.197,0,0,NA,NA,NA,NA,NA,NA,"",54.63,"Uruguay"
2020-03-22,860,43,0,0,33,0,0,0,0.986,0,0,0,NA,NA,NA,NA,NA,NA,"",63.89,"Uzbekistan"
2020-03-22,862,70,0,0,36,0,0,0,1.266,0,0,0,NA,NA,NA,NA,NA,NA,"",82.41,"Venezuela"
2020-03-22,887,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yemen"
2020-03-22,894,2,0,0,2,0,0,0,0.109,0,0,0,NA,NA,NA,NA,NA,NA,"",27.78,"Zambia"
2020-03-22,8888,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS Zaandam"
2020-03-22,9999,712,325,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diamond Princess"
2020-03-23,4,40,1,1,34,10,0,0,0.873,0.257,0,0,NA,NA,NA,NA,NA,NA,"",41.67,"Afghanistan"
2020-03-23,8,89,2,2,89,13,2,0,30.926,4.517,0.695,0,NA,NA,NA,NA,NA,NA,"",84.26,"Albania"
2020-03-23,12,201,65,17,201,62,17,2,4.584,1.414,0.388,0.046,NA,NA,NA,NA,NA,NA,"",75,"Algeria"
2020-03-23,20,113,1,1,113,25,0,0,1462.499,323.562,0,0,NA,NA,NA,NA,NA,NA,"",31.48,"Andorra"
2020-03-23,24,2,0,0,2,0,0,0,0.061,0,0,0,NA,NA,NA,NA,NA,NA,"",11.11,"Angola"
2020-03-23,28,1,0,0,1,0,0,0,10.212,0,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Antigua and Barbuda"
2020-03-23,31,65,10,1,65,12,1,0,6.411,1.184,0.099,0,NA,NA,NA,NA,NA,NA,"",68.52,"Azerbaijan"
2020-03-23,32,266,3,4,266,41,4,0,5.886,0.907,0.089,0,NA,NA,NA,NA,NA,NA,"",100,"Argentina"
2020-03-23,36,1549,88,7,1709,611,7,0,67.02,23.961,0.275,0,NA,NA,NA,NA,NA,NA,"tests performed",50,"Australia"
2020-03-23,40,3582,9,16,3631,607,16,8,403.158,67.397,1.777,0.888,23429,2061,2.601,0.229,2134,0.237,"tests performed",85.19,"Austria"
2020-03-23,44,4,0,0,4,0,0,0,10.172,0,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Bahamas"
2020-03-23,48,334,149,2,334,28,2,1,196.288,16.455,1.175,0.588,25169,NA,14.792,NA,1863,1.095,"units unclear",69.44,"Bahrain"
2020-03-23,50,27,3,2,27,3,3,1,0.164,0.018,0.018,0.006,620,56,0.004,0,47,0,"samples tested",81.48,"Bangladesh"
2020-03-23,51,194,2,0,190,30,0,0,64.119,10.124,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Armenia"
2020-03-23,52,14,0,0,17,3,0,0,59.157,10.439,0,0,NA,NA,NA,NA,NA,NA,"",50,"Barbados"
2020-03-23,56,3401,263,75,5431,486,281,77,468.609,41.934,24.246,6.644,27612,2427,2.382,0.209,2005,0.173,"units unclear",81.48,"Belgium"
2020-03-23,60,6,0,0,6,4,0,0,96.35,64.233,0,0,NA,NA,NA,NA,NA,NA,"",48.15,"Bermuda, United Kingdom"
2020-03-23,64,2,0,0,2,0,0,0,2.592,0,0,0,NA,NA,NA,NA,NA,NA,"",38.89,"Bhutan"
2020-03-23,68,24,0,0,27,7,0,0,2.313,0.6,0,0,273,45,0.023,0.004,33,0.003,"units unclear",93.52,"Bolivia"
2020-03-23,70,126,2,1,125,33,1,0,38.1,10.058,0.305,0,NA,NA,NA,NA,NA,NA,"",89.81,"Bosnia and Herzegovina"
2020-03-23,72,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Botswana"
2020-03-23,76,1546,2,25,1546,418,25,7,7.273,1.967,0.118,0.033,NA,NA,NA,NA,NA,NA,"",71.76,"Brazil"
2020-03-23,84,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Belize"
2020-03-23,92,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"British Virgin Islands, United Kingdom"
2020-03-23,96,88,2,0,88,5,0,0,201.151,11.429,0,0,NA,NA,NA,NA,NA,NA,"",50,"Brunei"
2020-03-23,100,187,3,3,185,22,3,0,26.625,3.166,0.432,0,NA,NA,NA,NA,NA,NA,"",73.15,"Bulgaria"
2020-03-23,104,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burma"
2020-03-23,108,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burundi"
2020-03-23,112,76,15,0,76,0,0,0,8.043,0,0,0,NA,NA,NA,NA,900,0.095,"tests performed",8.33,"Belarus"
2020-03-23,116,84,1,0,86,35,0,0,5.144,2.093,0,0,NA,NA,NA,NA,NA,NA,"",49.07,"Cambodia"
2020-03-23,120,40,0,0,27,0,0,0,1.017,0,0,0,NA,NA,NA,NA,NA,NA,"",57.41,"Cameroon"
2020-03-23,124,1469,10,21,1430,128,20,2,37.889,3.391,0.53,0.053,107147,8323,2.839,0.221,NA,NA,"people tested",72.69,"Canada"
2020-03-23,132,3,0,0,3,0,0,0,5.396,0,0,0,NA,NA,NA,NA,NA,NA,"",50.93,"Cabo Verde"
2020-03-23,136,3,0,1,3,0,1,0,45.648,0,15.216,0,NA,NA,NA,NA,NA,NA,"",NA,"Cayman Islands, United Kingdom"
2020-03-23,140,3,0,0,4,1,0,0,0.828,0.207,0,0,NA,NA,NA,NA,NA,NA,"",11.11,"Central African Republic"
2020-03-23,144,82,3,0,87,9,0,0,4.063,0.42,0,0,NA,NA,NA,NA,NA,NA,"",97.22,"Sri Lanka"
2020-03-23,148,1,0,0,2,0,0,0,0.122,0,0,0,NA,NA,NA,NA,NA,NA,"",27.78,"Chad"
2020-03-23,152,632,8,1,632,95,1,1,33.061,4.97,0.052,0.052,NA,NA,NA,NA,NA,NA,"",51.85,"Chile"
2020-03-23,156,81435,72362,3274,81484,138,3274,9,56.613,0.096,2.275,0.006,NA,NA,NA,NA,NA,NA,"",79.17,"China"
2020-03-23,158,169,28,2,165,12,2,0,6.928,0.504,0.084,0,25746,1137,1.081,0.048,1116,0.047,"tests performed",27.78,"Taiwan*"
2020-03-23,170,231,3,2,235,25,2,1,4.618,0.491,0.039,0.02,7285,375,0.143,0.007,525,0.01,"samples tested",53.7,"Colombia"
2020-03-23,174,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Comoros"
2020-03-23,175,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayotte, France"
2020-03-23,178,3,0,0,4,0,0,0,0.725,0,0,0,NA,NA,NA,NA,NA,NA,"",16.67,"Congo (Brazzaville)"
2020-03-23,180,30,0,1,26,3,2,1,0.29,0.033,0.022,0.011,NA,NA,NA,NA,NA,NA,"",58.33,"Congo (Kinshasa)"
2020-03-23,188,134,2,2,134,17,2,0,26.305,3.337,0.393,0,1619,157,0.318,0.031,148,0.029,"people tested",71.3,"Costa Rica"
2020-03-23,191,254,5,1,235,29,0,0,57.244,7.064,0,0,NA,NA,NA,NA,271,0.066,"people tested",96.3,"Croatia"
2020-03-23,192,35,0,1,35,10,1,0,3.09,0.883,0.088,0,625,107,0.055,0.009,NA,NA,"tests performed",41.67,"Cuba"
2020-03-23,196,95,3,1,95,11,0,0,108.46,12.559,0,0,NA,NA,NA,NA,NA,NA,"",62.96,"Cyprus"
2020-03-23,203,1120,6,1,1165,170,1,1,108.787,15.875,0.093,0.093,19935,2291,1.862,0.214,1915,0.179,"tests performed",82.41,"Czechia"
2020-03-23,204,2,0,0,2,0,0,0,0.165,0,0,0,NA,NA,NA,NA,NA,NA,"",27.78,"Benin"
2020-03-23,208,1395,1,13,1395,69,13,0,240.841,11.913,2.244,0,14598,1125,2.52,0.194,1066,0.184,"tests performed",72.22,"Denmark"
2020-03-23,212,1,0,0,1,1,0,0,13.891,13.891,0,0,NA,NA,NA,NA,NA,NA,"",25,"Dominica"
2020-03-23,214,202,0,3,202,90,3,0,18.621,8.297,0.277,0,NA,NA,NA,NA,NA,NA,"",81.48,"Dominican Republic"
2020-03-23,218,789,3,14,789,257,14,7,44.72,14.567,0.794,0.397,2072,411,0.117,0.023,NA,NA,"units unclear",93.52,"Ecuador"
2020-03-23,222,3,0,0,3,0,0,0,0.463,0,0,0,NA,NA,NA,NA,NA,NA,"",88.89,"El Salvador"
2020-03-23,226,6,0,0,6,0,0,0,4.277,0,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Equatorial Guinea"
2020-03-23,231,11,4,0,11,2,0,0,0.096,0.017,0,0,NA,NA,NA,NA,NA,NA,"tests performed",40.74,"Ethiopia"
2020-03-23,232,1,0,0,1,0,0,0,0.282,0,0,0,NA,NA,NA,NA,NA,NA,"",53.7,"Eritrea"
2020-03-23,233,326,2,0,326,20,0,0,245.752,15.077,0,0,4531,495,3.416,0.373,395,0.298,"tests performed",50,"Estonia"
2020-03-23,234,115,0,0,115,23,0,0,2353.423,470.685,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Faroe Islands, Denmark"
2020-03-23,238,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Falkland Islands (Malvinas), United Kingdom"
2020-03-23,242,2,0,0,3,1,0,0,3.347,1.116,0,0,146,NA,0.163,NA,13,0.015,"samples tested",81.48,"Fiji"
2020-03-23,246,626,10,1,626,105,1,0,112.982,18.951,0.18,0,12220,1319,2.205,0.238,1163,0.21,"samples tested",57.41,"Finland"
2020-03-23,250,16018,2200,674,16018,1559,674,112,245.398,23.884,10.326,1.716,NA,NA,NA,NA,NA,NA,"",90.74,"France"
2020-03-23,254,18,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"French Guiana, France"
2020-03-23,258,18,0,0,18,1,0,0,64.079,3.56,0,0,NA,NA,NA,NA,NA,NA,"",NA,"French Polynesia, France"
2020-03-23,262,1,0,0,1,0,0,0,1.012,0,0,0,NA,NA,NA,NA,NA,NA,"",94.44,"Djibouti"
2020-03-23,266,5,0,1,6,3,1,0,2.696,1.348,0.449,0,NA,NA,NA,NA,NA,NA,"",66.67,"Gabon"
2020-03-23,268,54,3,0,54,5,0,0,13.537,1.253,0,0,NA,NA,NA,NA,NA,NA,"",88.89,"Georgia"
2020-03-23,270,1,0,0,1,0,0,0,0.414,0,0,0,NA,NA,NA,NA,NA,NA,"",60.19,"Gambia"
2020-03-23,275,52,17,0,59,7,0,0,11.565,1.372,0,0,NA,NA,NA,NA,NA,NA,"",96.3,"West Bank and Gaza"
2020-03-23,276,24873,266,94,24774,3311,94,27,295.689,39.518,1.122,0.322,NA,NA,NA,NA,50066,0.598,"tests performed",73.15,"Germany"
2020-03-23,288,23,0,1,24,3,1,0,0.772,0.097,0.032,0,NA,NA,NA,NA,NA,NA,"",52.78,"Ghana"
2020-03-23,292,15,2,0,15,5,0,0,445.223,148.408,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Gibraltar, United Kingdom"
2020-03-23,300,624,19,15,624,94,15,2,59.867,9.018,1.439,0.192,NA,NA,NA,NA,669,0.064,"tests performed",84.26,"Greece"
2020-03-23,304,4,0,0,2,0,0,0,35.229,0,0,0,NA,NA,NA,NA,NA,NA,"",72.22,"Greenland, Denmark"
2020-03-23,308,1,0,0,1,1,0,0,8.887,8.887,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Grenada"
2020-03-23,312,58,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guadeloupe, France"
2020-03-23,320,19,0,1,19,2,1,0,1.061,0.112,0.056,0,NA,NA,NA,NA,NA,NA,"",93.52,"Guatemala"
2020-03-23,324,2,0,0,2,0,0,0,0.152,0,0,0,NA,NA,NA,NA,NA,NA,"",25,"Guinea"
2020-03-23,328,19,0,1,5,0,1,0,6.357,0,1.271,0,NA,NA,NA,NA,NA,NA,"",41.67,"Guyana"
2020-03-23,332,2,0,0,2,0,0,0,0.175,0,0,0,NA,NA,NA,NA,NA,NA,"",75.93,"Haiti"
2020-03-23,336,1,0,0,1,0,0,0,1236.094,0,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Holy See"
2020-03-23,340,26,0,0,27,1,0,0,2.726,0.101,0,0,NA,NA,NA,NA,NA,NA,"",100,"Honduras"
2020-03-23,348,131,16,6,167,36,7,3,17.287,3.727,0.725,0.311,5515,1072,0.571,0.111,578,0.06,"tests performed",67.59,"Hungary"
2020-03-23,352,568,36,1,568,95,1,0,1664.469,278.388,2.93,0,10719,459,31.411,1.345,873,2.558,"tests performed",53.7,"Iceland"
2020-03-23,356,396,27,7,439,119,7,3,0.318,0.086,0.005,0.002,20707,3708,0.015,0.003,1462,0.001,"samples tested",86.57,"India"
2020-03-23,360,514,29,48,514,64,48,10,1.879,0.234,0.175,0.037,2483,74,0.009,0,179,0.001,"people tested",46.3,"Indonesia"
2020-03-23,364,21638,7931,1685,21638,1028,1685,129,257.617,12.239,20.061,1.536,NA,NA,NA,NA,NA,NA,"",57.41,"Iran"
2020-03-23,368,233,57,20,233,19,20,3,5.793,0.472,0.497,0.075,NA,NA,NA,NA,NA,NA,"",94.44,"Iraq"
2020-03-23,372,906,5,4,906,121,4,1,183.483,24.505,0.81,0.203,13995,2581,2.834,0.523,NA,NA,"tests performed",48.15,"Ireland"
2020-03-23,376,883,37,1,1071,188,1,0,123.736,21.72,0.116,0,26321,3624,3.041,0.419,2462,0.284,"tests performed",81.48,"Israel"
2020-03-23,380,59138,7024,5476,59138,5560,5476,649,978.105,91.959,90.57,10.734,275468,17066,4.556,0.282,19644,0.325,"tests performed",91.67,"Italy"
2020-03-23,383,0,0,0,33,2,1,1,17.074,1.035,0.517,0.517,NA,NA,NA,NA,NA,NA,"",87.96,"Kosovo"
2020-03-23,384,14,1,0,25,8,0,0,0.948,0.303,0,0,NA,NA,NA,NA,NA,NA,"",63.89,"Cote d'Ivoire"
2020-03-23,388,19,2,1,19,0,0,0,6.416,0,0,0,NA,NA,NA,NA,NA,NA,"",74.07,"Jamaica"
2020-03-23,392,1104,235,40,1089,43,41,5,8.61,0.34,0.324,0.04,20340,112,0.161,0.001,1039,0.008,"people tested",40.74,"Japan"
2020-03-23,398,60,0,0,60,4,0,0,3.195,0.213,0,0,8262,1754,0.44,0.093,1032,0.055,"tests performed",80.09,"Kazakhstan"
2020-03-23,400,112,1,0,99,15,0,0,9.703,1.47,0,0,NA,NA,NA,NA,NA,NA,"",100,"Jordan"
2020-03-23,404,15,0,0,15,8,0,0,0.279,0.149,0,0,NA,NA,NA,NA,45,0.001,"units unclear",62.04,"Kenya"
2020-03-23,410,8961,2909,111,8961,64,113,9,174.783,1.248,2.204,0.176,324408,7168,6.328,0.14,9268,0.181,"people tested",75.93,"Korea, South"
2020-03-23,414,188,27,0,188,12,0,0,44.022,2.81,0,0,NA,NA,NA,NA,NA,NA,"",81.48,"Kuwait"
2020-03-23,417,14,0,0,14,0,0,0,2.146,0,0,0,NA,NA,NA,NA,NA,NA,"",69.44,"Kyrgyzstan"
2020-03-23,418,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Laos"
2020-03-23,422,248,8,4,248,18,4,0,36.335,2.637,0.586,0,NA,NA,NA,NA,NA,NA,"",85.19,"Lebanon"
2020-03-23,426,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lesotho"
2020-03-23,428,139,1,0,139,15,0,0,73.693,7.952,0,0,7758,1185,4.113,0.628,865,0.459,"tests performed",56.48,"Latvia"
2020-03-23,430,3,0,0,3,0,0,0,0.593,0,0,0,NA,NA,NA,NA,NA,NA,"",74.07,"Liberia"
2020-03-23,434,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Libya"
2020-03-23,438,37,0,0,46,10,0,0,1206.178,262.213,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Liechtenstein"
2020-03-23,440,143,1,1,143,38,1,0,52.529,13.959,0.367,0,NA,NA,NA,NA,275,0.101,"samples tested",81.48,"Lithuania"
2020-03-23,442,798,6,8,798,128,8,0,1274.809,204.481,12.78,0,NA,NA,NA,NA,NA,NA,"",79.63,"Luxembourg"
2020-03-23,450,3,0,0,3,0,0,0,0.108,0,0,0,NA,NA,NA,NA,NA,NA,"",91.67,"Madagascar"
2020-03-23,454,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malawi"
2020-03-23,458,1306,139,10,1306,123,10,6,40.351,3.8,0.309,0.185,13110,1835,0.405,0.057,988,0.031,"people tested",73.15,"Malaysia"
2020-03-23,462,13,0,0,13,0,0,0,24.05,0,0,0,673,30,1.245,0.055,65,0.12,"samples tested",NA,"Maldives"
2020-03-23,466,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mali"
2020-03-23,470,90,2,0,107,17,0,0,242.334,38.502,0,0,3527,311,7.988,0.704,273,0.618,"tests performed",NA,"Malta"
2020-03-23,474,44,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martinique, France"
2020-03-23,478,2,0,0,2,0,0,0,0.43,0,0,0,NA,NA,NA,NA,NA,NA,"",62.96,"Mauritania"
2020-03-23,480,28,0,2,28,14,2,1,22.017,11.008,1.573,0.786,NA,NA,NA,NA,NA,NA,"",71.3,"Mauritius"
2020-03-23,484,316,4,3,316,65,2,0,2.451,0.504,0.016,0,7397,834,0.057,0.006,524,0.004,"people tested",19.44,"Mexico"
2020-03-23,492,23,1,0,23,5,0,0,586.077,127.408,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Monaco"
2020-03-23,496,10,0,0,10,0,0,0,3.05,0,0,0,NA,NA,NA,NA,NA,NA,"",60.19,"Mongolia"
2020-03-23,498,94,1,1,94,14,1,0,23.302,3.471,0.248,0,NA,NA,NA,NA,NA,NA,"",65.74,"Moldova"
2020-03-23,499,21,0,0,21,7,0,0,33.436,11.145,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Montenegro"
2020-03-23,500,1,0,0,1,0,0,0,200.04,0,0,0,NA,NA,NA,NA,NA,NA,"",NA,"Montserrat, United Kingdom"
2020-03-23,504,115,3,4,115,19,4,1,3.116,0.515,0.108,0.027,786,159,0.021,0.004,85,0.002,"people tested",90.74,"Morocco"
2020-03-23,508,1,0,0,1,1,0,0,0.032,0.032,0,0,NA,NA,NA,NA,NA,NA,"",47.22,"Mozambique"
2020-03-23,512,55,17,0,55,3,0,0,10.77,0.587,0,0,NA,NA,NA,NA,NA,NA,"",81.48,"Oman"
2020-03-23,516,3,0,0,3,0,0,0,1.181,0,0,0,NA,NA,NA,NA,NA,NA,"",50,"Namibia"
2020-03-23,524,1,1,0,1,0,0,0,0.034,0,0,0,609,37,0.021,0.001,19,0.001,"people tested",83.33,"Nepal"
2020-03-23,528,4204,0,179,4204,573,179,43,245.348,33.441,10.447,2.51,NA,NA,NA,NA,3118,0.182,"people tested",74.07,"Netherlands"
2020-03-23,531,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curacao, Netherlands"
2020-03-23,533,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aruba, Netherlands"
2020-03-23,534,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sint Maarten, Netherlands"
2020-03-23,535,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bonaire, Sint Eustatius and Saba, Netherlands"
2020-03-23,540,4,0,0,5,1,0,0,17.514,3.503,0,0,NA,NA,NA,NA,NA,NA,"",NA,"New Caledonia, France"
2020-03-23,554,102,0,0,102,36,0,0,21.152,7.465,0,0,9246,1050,1.917,0.218,1171,0.243,"tests performed",75.93,"New Zealand"
2020-03-23,558,2,0,0,2,0,0,0,0.302,0,0,0,NA,NA,NA,NA,NA,NA,"",8.33,"Nicaragua"
2020-03-23,562,2,0,0,1,0,0,0,0.041,0,0,0,NA,NA,NA,NA,NA,NA,"",52.78,"Niger"
2020-03-23,566,30,2,0,30,8,0,0,0.146,0.039,0,0,NA,NA,NA,NA,NA,NA,"",48.61,"Nigeria"
2020-03-23,578,2385,1,7,2132,206,7,0,393.268,37.999,1.291,0,59873,3564,11.044,0.657,4553,0.84,"people tested",70.37,"Norway"
2020-03-23,586,875,5,6,784,138,5,2,3.549,0.625,0.023,0.009,5857,413,0.027,0.002,676,0.003,"tests performed",85.19,"Pakistan"
2020-03-23,591,313,0,3,313,68,3,0,72.542,15.76,0.695,0,3385,286,0.785,0.066,340,0.079,"tests performed",70.37,"Panama"
2020-03-23,598,1,0,0,1,0,0,0,0.112,0,0,0,NA,NA,NA,NA,NA,NA,"",33.33,"Papua New Guinea"
2020-03-23,600,22,0,1,22,0,1,0,3.084,0,0.14,0,434,89,0.061,0.012,46,0.006,"people tested",90.74,"Paraguay"
2020-03-23,604,363,1,5,363,45,5,0,11.009,1.365,0.152,0,7013,829,0.213,0.025,671,0.02,"people tested",94.44,"Peru"
2020-03-23,608,380,17,25,380,0,25,0,3.468,0,0.228,0,NA,NA,NA,NA,NA,NA,"",100,"Philippines"
